,endTime,artistName,trackName,msPlayed,category
229,2022-06-07 17:26,Luke Combs,Refrigerator Door,204054,song
230,2022-06-07 17:30,Luke Combs,Even Though I'm Leaving,225068,song
231,2022-06-07 17:33,Luke Combs,Lovin' On You,194867,song
232,2022-06-07 17:36,Luke Combs,Moon Over Mexico,204454,song
233,2022-06-07 17:39,Luke Combs,"1, 2 Many",179764,song
234,2022-06-07 17:43,Luke Combs,Blue Collar Boys,219734,song
235,2022-06-07 17:46,Luke Combs,New Every Day,199108,song
236,2022-06-07 17:50,Luke Combs,Reasons,224177,song
237,2022-06-07 17:54,Luke Combs,Every Little Bit Helps,247641,song
238,2022-06-07 17:58,Luke Combs,Dear Today,219734,song
239,2022-06-07 18:01,Luke Combs,What You See Is What You Get,171848,song
240,2022-06-07 18:04,Luke Combs,Does To Me (feat. Eric Church),223134,song
241,2022-06-07 18:09,Luke Combs,Angels Workin' Overtime,253787,song
242,2022-06-07 18:12,Luke Combs,All Over Again,208694,song
243,2022-06-07 18:15,Luke Combs,Nothing Like You,196134,song
244,2022-06-07 18:19,Luke Combs,Better Together,219388,song
245,2022-06-07 18:22,Luke Combs,Six Feet Apart,198883,song
246,2022-06-07 18:26,Luke Combs,Out There,203494,song
247,2022-06-07 18:29,Luke Combs,Memories Are Made Of,216481,song
248,2022-06-07 18:33,Luke Combs,Lonely One,206107,song
249,2022-06-07 18:36,Luke Combs,Beer Can,210002,song
250,2022-06-07 18:40,Luke Combs,Hurricane,222348,song
251,2022-06-07 18:43,The Colin and Samir Show,How Ryan Trahan Changed YouTube with a Penny,451605,podcast
252,2022-06-07 18:44,Luke Combs,One Number Away,221614,song
253,2022-06-07 18:47,Luke Combs,Don't Tempt Me,211681,podcast
254,2022-06-07 18:51,Luke Combs,When It Rains It Pours,240002,song
255,2022-06-07 18:55,Luke Combs,This One's for You,229831,song
256,2022-06-07 18:58,Luke Combs,Be Careful What You Wish For,175308,song
257,2022-06-07 19:02,Luke Combs,I Got Away with You,227374,song
258,2022-06-07 19:05,Luke Combs,Honky Tonk Highway,211894,song
259,2022-06-07 19:09,Luke Combs,"Houston, We Got a Problem",191801,song
260,2022-06-07 19:12,Luke Combs,Must've Never Met You,198694,podcast
261,2022-06-07 19:15,Luke Combs,Beautiful Crazy,193007,song
262,2022-06-07 19:19,Luke Combs,A Long Way,217094,song
263,2022-06-07 19:22,Luke Combs,She Got the Best of Me,182963,song
264,2022-06-07 19:25,Luke Combs,Out There,203484,song
265,2022-06-07 19:29,Luke Combs,Memories Are Made Of,216449,song
266,2022-06-07 19:32,Luke Combs,Lonely One,205921,song
267,2022-06-07 19:36,Luke Combs,Beer Can,209816,song
268,2022-06-07 19:39,Luke Combs,Hurricane,222348,song
269,2022-06-07 19:43,Luke Combs,One Number Away,221580,song
270,2022-06-07 19:47,Luke Combs,Don't Tempt Me,211681,podcast
271,2022-06-07 19:51,Luke Combs,When It Rains It Pours,239977,song
272,2022-06-07 19:54,Luke Combs,This One's for You,230180,song
273,2022-06-07 19:57,Luke Combs,Be Careful What You Wish For,175308,song
274,2022-06-07 20:01,Luke Combs,I Got Away with You,227375,song
275,2022-06-07 20:05,Luke Combs,Honky Tonk Highway,212104,song
276,2022-06-07 20:08,Luke Combs,Tomorrow Me,208548,song
277,2022-06-07 20:12,Luke Combs,Doin' This,253996,song
278,2022-06-07 20:15,Luke Combs,South On Ya,171679,song
279,2022-06-07 20:19,Luke Combs,Forever After All,232348,song
280,2022-06-07 20:23,Luke Combs,The Great Divide,211805,song
281,2022-06-07 20:26,Luke Combs,Six Feet Apart,198860,song
282,2022-06-07 20:30,Jameson Rodgers,Cold Beer Calling My Name,209816,song
283,2022-06-07 20:33,Luke Combs,Let's Just Be Friends - From The Angry Birds Movie 2,199311,song
284,2022-06-07 20:36,Luke Combs,Beautiful Crazy - Acoustic,193072,song
285,2022-06-07 20:39,Luke Combs,Beautiful Crazy (feat. Leon Bridges) - Live,186234,song
286,2022-06-07 20:43,Leon Bridges,Beyond (feat. Luke Combs) - Live,246737,song
287,2022-06-07 20:47,Luke Combs,One Number Away - Recorded At Sound Stage Nashville,224802,song
288,2022-06-07 20:51,Luke Combs,Dive - Recorded At Sound Stage Nashville,259989,song
289,2022-06-07 20:55,Luke Combs,Used to You,236530,song
290,2022-06-07 20:59,Luke Combs,Sheriff You Want To,221120,song
291,2022-06-07 21:03,Luke Combs,Can I Get an Outlaw,238641,song
292,2022-06-07 21:06,Luke Combs,The Way She Rides,165475,song
293,2022-06-07 21:09,Luke Combs,I Know She Ain't Ready,184561,song
294,2022-06-07 21:12,Luke Combs,Let the Moonshine,209081,song
295,2022-06-07 21:26,Luke Combs,Forever After All,232534,song
296,2022-06-07 21:30,Luke Combs,When It Rains It Pours,239979,song
297,2022-06-07 21:32,Luke Combs,Beautiful Crazy,115079,song
298,2022-06-07 21:36,Luke Combs,Forever After All,232534,song
299,2022-06-07 21:40,Luke Combs,When It Rains It Pours,240182,song
300,2022-06-07 21:43,Luke Combs,Beautiful Crazy,192996,song
301,2022-06-07 21:47,Luke Combs,Doin' This,253990,song
302,2022-06-07 21:50,Luke Combs,Beer Never Broke My Heart,186548,song
303,2022-06-07 21:53,Luke Combs,She Got the Best of Me,183160,song
304,2022-06-07 21:57,Luke Combs,Hurricane,222348,song
305,2022-06-07 22:08,Luke Combs,Better Together,94209,song
306,2022-06-08 00:07,Luke Combs,Forever After All,232534,song
307,2022-06-08 00:11,Luke Combs,When It Rains It Pours,239979,song
308,2022-06-08 00:14,Luke Combs,Beautiful Crazy,192993,song
309,2022-06-08 00:18,Luke Combs,Doin' This,254167,song
310,2022-06-08 00:21,Luke Combs,Beer Never Broke My Heart,186734,song
311,2022-06-08 00:33,Luke Combs,She Got the Best of Me,153348,song
312,2022-06-08 01:23,Justin Bieber,2 Much,20456,song
313,2022-06-08 01:27,Luke Combs,Forever After All,232533,song
314,2022-06-08 01:30,Luke Combs,Better Together,55337,song
315,2022-06-08 01:30,Ultimate Party Mixers,YMCA,85,song
316,2022-06-08 01:30,Ultimate Party Mixers,YMCA,19312,song
317,2022-06-08 01:33,Journey,Don't Stop Believin',4591,podcast
318,2022-06-08 01:33,Marvin Gaye,Ain't No Mountain High Enough,151666,podcast
319,2022-06-08 03:56,The Ringer NBA Show,"NBA Finals Fact or Fiction, Plus Coaching Hot Stove | Group Chat",42260,podcast
320,2022-06-08 04:46,The Ringer NBA Show,"NBA Finals Fact or Fiction, Plus Coaching Hot Stove | Group Chat",2845452,podcast
321,2022-06-08 05:00,The Ringer NBA Show,"NBA Finals Fact or Fiction, Plus Coaching Hot Stove | Group Chat",769731,podcast
322,2022-06-08 09:12,The Ringer NBA Show,"NBA Finals Fact or Fiction, Plus Coaching Hot Stove | Group Chat",2927,podcast
323,2022-06-08 09:13,The Ringer NBA Show,"NBA Finals Fact or Fiction, Plus Coaching Hot Stove | Group Chat",14917,podcast
324,2022-06-08 09:29,The Ringer NBA Show,"NBA Finals Fact or Fiction, Plus Coaching Hot Stove | Group Chat",748435,podcast
325,2022-06-08 10:24,Basketball Illuminati,The Snyder Cut,3293825,podcast
326,2022-06-08 12:21,Luke Combs,Honky Tonk Highway,2666,song
327,2022-06-08 12:21,Luke Combs,I Know She Ain't Ready,11487,song
328,2022-06-08 12:25,Luke Combs,"1, 2 Many",4497,song
329,2022-06-08 12:25,Luke Combs,Doin' This,254181,song
330,2022-06-08 12:26,Luke Combs,Must've Never Met You,6890,podcast
331,2022-06-08 12:29,Luke Combs,Must've Never Met You,192005,podcast
332,2022-06-08 12:32,Luke Combs,What You See Is What You Get,171920,song
333,2022-06-08 12:35,Luke Combs,A Long Way,217280,song
334,2022-06-08 12:38,Luke Combs,Tomorrow Me,129829,song
335,2022-06-09 12:58,Gettin' Churchy,"Weed Your Brain, Grow Your Testimony - John Bytheway",502613,podcast
336,2022-06-10 04:26,Gettin' Churchy,"Weed Your Brain, Grow Your Testimony - John Bytheway",3351396,podcast
337,2022-06-10 11:10,The Jimmy Rex Show,"#145 - Hank Smith - Best-Selling LDS Author, Speaker, & BYU Professor Shares How He's Been Able To Create Such A Happy & Fulfilling Life",1406313,podcast
338,2022-06-10 18:42,Jack Jezzro,That's Amore,24312,song
339,2022-06-10 18:45,Justin Bieber,As I Am (feat. Khalid),174406,song
340,2022-06-10 18:46,Luke Combs,Better Together,1230,song
341,2022-06-10 18:46,Justin Bieber,Off My Face,71144,song
342,2022-06-10 18:49,Luke Combs,She Got the Best of Me,177446,song
343,2022-06-10 18:54,Luke Combs,Forever After All,232533,song
344,2022-06-10 18:57,Justin Bieber,Ghost,153190,song
345,2022-06-10 18:57,Justin Bieber,As I Am (feat. Khalid),13867,song
346,2022-06-10 18:59,Luke Combs,Beer Never Broke My Heart,163491,song
347,2022-06-10 19:04,Luke Combs,Doin' This,254181,song
348,2022-06-10 19:05,Luke Combs,Tomorrow Me,60901,song
349,2022-06-10 19:16,Luke Combs,Hurricane,222533,song
350,2022-06-10 19:20,Luke Combs,Blue Collar Boys,219920,song
351,2022-06-10 19:29,Luke Combs,Lovin' On You,194866,song
352,2022-06-10 19:33,Justin Bieber,Holy (feat. Chance The Rapper),212093,song
353,2022-06-10 19:37,Luke Combs,Angels Workin' Overtime,227612,song
354,2022-06-11 04:04,Justin Bieber,Anyone,104165,song
355,2022-06-11 04:10,Luke Combs,"1, 2 Many",15521,song
356,2022-06-11 04:10,Luke Combs,The Other Guy,190720,song
